part	c1	c2	c3	c4
5244	4.92	6.09	10.34	8.97
5245	4.65	5.98	10.04	8.94
5246	3.31	4.4	9.74	7.23
5247	4.28	6.1	10.08	7.54
5248	3.22	4.84	9.9	7.48
5249	4.45	5.98	10.32	8.51
5250	3.82	5.81	10.22	7.75
5251	4.32	6.48	10.51	8.96
5252	3.97	4.89	10.07	8.97
5253	3.43	5.9	9.77	7.27
5254	3.77	5.26	10.17	7.98
5255	3.96	5.83	9.91	8
5256	4.05	5.79	10.22	8.38
5257	4.31	6.42	10.2	8.89
5258	3.84	5.61	10.19	7.7
5259	3.88	5.81	10.17	8.9
5260	3.35	5.27	9.87	7.14
5261	4.46	5.3	10.16	8.26
5262	3.95	4.62	10	8.12
5263	4.13	5.15	9.98	8.09
5264	4.16	5.94	10.23	7.96
5265	4.06	5.63	9.98	8.31
5266	4.67	5	10.16	8
5267	4.52	5.45	10.11	8.08
5268	4.59	5.47	10.24	8.47
5269	4.34	5.99	10.15	8.46
5270	3.62	4.84	10.12	7.92
5271	3.52	5.35	10.14	8.01
5272	4.03	4.69	9.79	7.68
5273	4.06	5.54	9.88	7.69
5274	3.96	5.37	9.92	8.05
5275	4.16	5.56	10.17	8.51
5276	4.52	5.99	10.02	8.33
5277	4.16	5.36	10.43	8.42
5278	4.55	5.06	9.96	7.96
5279	3.66	5.49	10.25	8.71
5280	3.86	5.73	10.15	7.67
5281	3.89	5.6	9.91	7.97
5282	4.04	5.01	9.98	8.08
5283	4.18	5.83	10.05	8.11
5284	4.3	6.92	10.26	8.78
5285	4	5.6	10.33	8.28
5286	3.96	4.93	9.85	8.24
5287	4.64	5.09	10.18	8.43
5288	3.32	4.89	9.86	7.34
5289	3.19	5.46	9.95	7.44
5290	3.72	5.48	10.03	8.09
5291	4.5	5.71	10.09	8.57
5292	3.48	4.86	9.84	7.79
5293	3.19	5.19	9.59	7.37
5294	3.44	5.16	9.86	7.22
5295	3.69	5.01	9.73	8.08
5296	3.43	5.79	10.24	7.74
5297	3.84	5.5	10.1	8.09
5298	4.43	6.16	10.17	8.47
5299	3.77	5.98	10.1	8.75
5300	4.14	6.11	9.82	7.38
5301	4.31	6.09	10.03	7.3
5302	3.93	5.03	9.83	7.65
5303	4.25	5.73	9.93	8.11
5304	3.9	5.2	10.02	7.52
5305	4.23	4.96	9.82	8.15
5306	4.05	4.82	9.52	6.47
5307	3.97	4.84	10.01	8.39
5308	3.73	4.85	9.67	7.81
5309	3.5	4.97	9.78	7.44
5310	3.85	5.5	10.36	8.29
5311	4.2	5.67	10.13	8.26
5312	3.84	6.3	10.06	7.96
5313	3.44	5.11	9.86	7.84
5314	3.76	5.14	9.81	7.25
5315	4.13	6.32	10.16	8.34
5316	3.6	5.54	10.08	8.35
5317	4.42	5.64	10.01	8.54
5318	4.39	6.33	10.04	8.14
5319	3.64	6.21	9.88	7.78
5320	3.92	4.31	9.76	7.67
5321	4.23	5.54	10.38	8.66
5322	4.25	5.04	10.13	8.46
5323	4	5.33	9.93	7.66
5324	3.69	5.37	9.88	7.73
5325	3.19	4.89	9.82	7.72
5326	4.02	5.98	10.25	8.45
5327	3.72	5.54	9.93	7.91
5328	4.23	6.1	9.97	8.51
5329	3.79	5.47	10.02	8.21
5330	4	4.83	9.88	8.59
5331	3.57	5.75	9.9	8.02
5332	3.93	5.05	9.69	8.46
5333	4.2	5.33	10.1	7.93
5334	4.71	6.32	10.38	8.55
5335	3.85	4.98	9.62	7.68
5336	3.93	4.97	9.97	7.33
5337	4.25	6.11	10.19	8.38
5338	3.27	5.28	9.89	7.82
5339	4.1	5.56	10.08	7.7
5340	3.54	5.28	10.05	7.35
5341	3.49	5.57	9.9	7.15
5342	4.28	5.72	10.19	8.21
5343	3.65	5.02	9.94	7.37
5344	4.07	5.43	10.11	8.68
5345	3.53	5.35	9.82	7.26
5346	4.31	5.71	10.15	8.04
5347	4.34	5.35	10.33	8.85
5348	3.59	5.15	9.86	7.16
5349	3.92	6.16	9.8	8.45
5350	3.78	5.04	10.05	7.89
5351	4	5.92	9.96	8.3
5352	3.19	5.37	9.72	7.33
5353	3.79	5.41	10.15	7.5
5354	4.3	6.25	10.43	7.96
5355	4.49	6.27	9.96	8.35
5356	3.71	5.39	9.85	7.13
5357	4.06	5.29	10.23	8.27
5358	3.9	5.33	10.05	8.46
5359	4.23	5.72	10.18	8.53
5360	4.44	6.4	10.19	8.8
5361	3.01	4.52	9.98	8.12
5362	3.32	4.74	9.96	7.29
5363	4.08	5.71	9.96	7.99
5364	4.24	5.76	10	7.74
5365	3.75	5.42	9.62	7.69
5366	3.73	5.43	10.1	7.78
5367	4	5.64	9.54	7.68
5368	3.85	6.07	10.01	6.77
5369	4.06	5.69	10.22	8.17
5370	4.3	5.73	9.81	7.7
5371	4.24	6.25	10.13	8.95
5372	3.96	5.56	9.75	7.74
5373	4.29	6.09	10.21	8.29
5374	4.13	5.7	10.16	8.32
5375	3.98	5.12	9.94	7.82
5376	4.7	5.65	10.19	7.89
5377	3.86	5.49	9.93	8.13
5378	4.03	5.62	10.15	8.05
5379	3.67	4.91	9.6	7.73
5380	4.62	5.6	10.24	8.13
5381	4.58	6.22	10.37	8.54
5382	3.96	5.69	9.88	7.94
5383	3.64	6.01	10.19	8.51
5384	3.72	5.28	10.11	7.89
5385	3.94	4.78	9.93	7.95
5386	4.31	6.06	10.18	8.07
5387	4.43	5.59	10.03	7.98
5388	3.87	5.72	9.86	8.29
5389	4.06	5.56	9.8	8.67
5390	3.82	5.05	9.73	7.63
5391	4.36	5.31	10.12	8.04
5392	5.01	5.48	9.92	8.47
5393	3.76	5.66	10.15	7.93
5394	4.1	5.03	9.68	8.06
5395	3.47	4.51	10.02	7.4
5396	3.99	5.7	9.87	8.03
5397	3.48	4.49	9.85	7.69
5398	3.85	5.56	10.1	8.44
5399	4.24	5.68	10.18	8.12
5400	4.31	6.73	10.47	8.6
5401	3.74	4.92	9.66	7.64
5402	4.18	5.54	10.02	7.84
5403	4.35	5.53	9.94	8.19
5404	3.8	6.15	9.95	8.24
5405	4.15	6.03	10.16	8.17
5406	4.01	5.73	10.08	7.75
5407	3.41	4.56	9.75	7.77
5408	4.8	5.56	10.19	7.83
5409	4.63	6.41	10.38	8.16
5410	4.01	4.96	10.05	8.1
5411	3.46	4.97	9.88	7.86
5412	4.5	5.87	10.23	8.54
5413	4.32	5.76	10.16	8.43
5414	4.21	6.15	10.03	7.99
5415	4.95	6.24	10.05	8.17
5416	4.28	5.28	10.21	8.07
5417	4	5.78	9.8	7.8
5418	4.13	6.05	9.92	8.23
5419	3.87	5.41	9.89	7.71
5420	4.07	5.8	9.98	8.81
5421	3.67	4.46	9.97	7.46
5422	4.21	5.95	9.92	8.51
5423	4.04	6.24	9.98	8.29
5424	4.14	6.64	10.11	8.17
5425	4.49	6.2	10.09	8.67
5426	3.48	5.11	9.97	8
5427	3.77	5.37	10.05	7.7
5428	2.6	5.09	10.14	7.46
5429	4.39	6.12	10.02	8.49
5430	4.24	5.03	9.89	7.97
5431	4.03	5.47	9.91	8.19
5432	3.83	5.73	9.75	8.23
5433	4	5.68	9.86	8.45
5434	4.05	5.55	9.9	7.78
5435	3.99	5.82	10.08	8.08
5436	4.11	5.47	9.85	7.61
5437	4.5	5.58	9.98	8.33
5438	3.39	5.45	9.77	7.66
5439	3.59	5.51	9.76	7.7
5440	3.79	6.58	10.26	8.19
5441	4.21	6.06	10.02	8.01
5442	4.36	5.82	10.1	8.92
5443	3.91	5.5	10.07	8.69
5444	4.47	5.46	10.2	7.92
5445	3.96	5.65	10.25	8.34
5446	4.57	5.8	10.39	7.85
5447	3.9	5.26	10.04	7.21
5448	3.95	6.49	10.22	8.26
5449	4.8	5.96	10.3	8.47
5450	3.63	5.3	10.11	8.17
5451	4.04	4.94	9.91	8.65
5452	3.7	4.9	10.17	8.42
5453	3.18	4.83	9.84	6.99
5454	4.16	5.51	9.87	8.08
5455	4.33	5.94	10.37	7.61
5456	3.92	5.97	9.94	7.82
5457	4.38	5.71	10.13	8.05
5458	4.18	5.48	10.07	8.68
5459	4.36	6	10.4	8.77
5460	4.39	5.83	10.02	8.04
5461	4.34	5.73	10.07	8.41
5462	3.99	5.67	10.23	8.29
5463	3.74	5.04	10.08	7.41
5464	4.24	5.87	10.09	8.11
5465	3.24	4.55	9.89	7.65
5466	3.78	5.68	10.2	7.87
5467	4.32	4.85	10.02	8.27
5468	3.53	5.76	9.75	7.31
5469	3.74	5.36	9.93	7.83
5470	4.13	5.2	9.76	7.49
5471	4.04	4.78	9.86	7.42
5472	3.69	6.07	9.98	8.68
5473	4.09	5.44	10.14	8.46
5474	3.95	5.56	9.76	8.97
5475	3.85	4.95	9.56	7.61
5476	3.85	4.97	9.98	7.9
5477	3.67	5.13	9.67	7.42
5478	3.4	5.21	10	8.21
5479	4.28	5.26	9.92	7.46
5480	3.6	5.03	9.75	7.92
5481	4.42	5.78	10.07	8.04
5482	4.1	5.04	10.13	8.06
5483	5.05	6.57	10.27	8.26
5484	3.89	5	9.95	8.47
5485	4.24	5.67	10.28	7.24
5486	4.16	5.09	10	7.36
5487	4.16	5.64	10.04	8.12
5488	4.22	5.7	10.03	7.98
5489	3.89	5.79	10.19	7.83
5490	3.94	5.63	10.09	8.02
5491	3.48	5.57	9.99	7.89
5492	4.34	5.65	9.98	8.57
5493	4.38	6.28	10.02	8.27
5494	4.02	5.57	9.65	7.15
5495	4.23	5.92	9.92	7.52
5496	4.16	5.48	10.2	8.22
5497	4.22	6.21	10.21	8.3
5498	3.83	4.66	10.06	8.61
5499	4.35	5.39	10.24	8.55
5500	3.91	5.53	10.13	8.43
5501	3.73	6.06	10.15	7.99
5502	4.08	6.02	10.23	8.22
5503	3.92	5.06	10.01	7.57
5504	4.07	5.84	10.07	8.05
5505	4.19	5.93	10.16	8.41
5506	4.73	5.3	10.21	8.54
5507	3.49	4.76	9.68	7.6
5508	3.85	4.35	9.39	7.38
5509	4.19	5.04	10.1	7.8
5510	4.13	5.7	10.06	8.16
5511	4.11	5.81	10.41	8.21
5512	3.39	5.46	9.67	7.8
5513	3.76	5.05	9.93	7.4
5514	3.99	5.9	9.96	7.21
5515	3.6	5.71	10.12	7.83
5516	4.17	5.15	10.32	7.88
5517	4.05	5.98	10.01	8.82
5518	4.18	6.15	10.22	9.28
5519	3.41	5.56	10.03	8.22
5520	4.32	5.34	9.97	8.35
5521	3.76	5.8	10	7.65
5522	3.53	5.01	9.88	7.42
5523	3.8	5.29	9.72	7.69
5524	4.38	5.14	10.43	7.87
5525	4.09	6.18	10.15	8.34
5526	4.47	6.96	10.65	7.93
5527	4.76	6.07	10.24	8.6
5528	3.85	5.21	9.76	7.61
5529	3.03	5.02	9.63	7.2
5530	3.47	5.16	9.85	7.52
5531	4.06	5.02	9.97	7.89
5532	4.43	6.04	10.15	8.22
5533	3.5	5.36	9.98	7.37
5534	4.31	5.78	10.03	8.05
5535	3.68	5.48	9.84	7.26
5536	4.28	5.14	9.95	8.03
5537	3.93	5.22	10.31	8.36
5538	4.06	6.23	10.09	8.35
5539	3.63	5.27	9.97	7.68
5540	3.97	5.61	9.82	8
5541	4.33	5.58	10.04	7.47
5542	3.14	4.19	9.82	7.14
5543	4.99	5.92	9.83	8.17
5544	3.55	5.41	9.97	8.09
5545	3.98	5.09	9.82	8.02
5546	4.05	4.8	10.04	8.07
5547	3.73	5.16	9.87	7.75
5548	3.94	5.56	9.83	8.63
5549	3.54	5.66	9.91	8.16
5550	4.59	6.05	9.94	8.51
5551	3.34	4.99	9.92	7.61
5552	4.79	5.78	10.19	8.35
5553	4.69	5.86	10.09	8.36
5554	5.24	5.62	10.22	8.44
5555	3.69	4.93	9.83	7.49
5556	4.39	5.76	9.91	8.36
5557	4.22	4.6	10.17	7.79
5558	4.32	5.11	9.69	7.88
5559	4.18	6.22	10.11	7.95
5560	3.98	5.34	9.83	7.64
5561	4.72	6.1	9.99	8.68
5562	3.74	5.38	10.23	7.79
5563	4.55	5.3	10.42	8.49
5564	4.25	5.16	10.11	8.11
5565	4.38	5.42	10.02	8.32
5566	4.57	6.39	10.12	8.08
5567	4.14	5.01	9.89	7.6
5568	3.95	6.18	10.23	7.75
5569	4.54	5.63	9.98	8.28
5570	4.3	5.17	9.9	8.15
5571	3.46	4.32	9.83	7.2
5572	3.95	5.32	10.22	7.74
5573	3.86	5.02	9.7	7.39
5574	4.02	5.31	9.81	7.52
5575	4.12	5.04	10.07	7.56
5576	3.67	5.1	9.89	8.4
5577	4.28	5.15	10.01	8.37
5578	3.87	5.77	10.15	8.17
5579	3.76	4.88	9.97	7.75
5580	3.65	5.2	10	7.39
5581	3.75	5.22	9.85	8.16
5582	4.53	6.36	10.09	8.29
5583	4.28	5.94	9.82	8.77
5584	4.14	6.26	9.88	8.26
5585	3.47	4.79	9.74	6.86
5586	3.59	6.09	9.79	8.12
5587	3.98	6.56	10.12	7.93
5588	3.79	5.09	9.89	7.37
5589	3.57	5.28	9.73	7.22
5590	4.79	5.12	10.12	7.73
5591	3.96	5.13	10.01	7.76
5592	4.69	5.71	10.07	8.02
5593	3.8	5.56	10.17	9.07
5594	3.5	5.15	10	8.15
5595	4.3	5.6	9.98	7.91
5596	4.36	5.47	10.08	7.74
5597	3.92	5.16	9.95	8.21
5598	3.12	5.4	9.9	7.63
5599	4	5.55	9.68	7.6
5600	4.17	5.46	10.37	8.29
5601	4.43	6.38	10.08	8.11
5602	3.79	4.77	9.82	8.14
5603	4.12	5.22	10.39	8.66
5604	4.13	5.58	10.21	8.61
5605	2.93	4.78	9.56	7.12
5606	4.24	5.61	10.42	8.98
5607	4	6.07	10.44	9.02
5608	3.94	5.38	10.2	7.87
5609	4.11	5.79	9.84	7.54
5610	3.23	4.78	9.77	7.46
5611	3.87	5.35	9.85	8.47
5612	4.08	5.85	10.07	8.59
5613	3.92	5.49	10.02	8.47
5614	4.18	5.71	9.9	7.81
5615	3.79	5.49	10.15	8.14
5616	4.03	5.33	10.41	7.85
5617	3.94	5.92	9.87	8.47
5618	3.7	5.73	10.17	7.94
5619	4.21	5.56	9.81	7.92
5620	4.13	5.77	9.87	8.56
5621	4.32	5.47	9.89	7.84
5622	3.51	5.61	10.02	8.25
5623	4.32	5.91	10.22	8.17
5624	4.06	4.68	9.89	7.13
5625	4.35	5.36	10.16	8.18
5626	3.89	5.84	10.03	7.96
5627	4.01	6.15	9.97	7.32
5628	3.93	5.88	10.06	7.51
5629	3.67	5.82	9.89	7.38
5630	3.87	6.2	10.16	7.42
5631	4.06	5.85	10.09	7.18
5632	4.41	5.68	9.8	8.5
5633	3.74	5.61	10.15	7.41
5634	4.4	5.66	10.03	7.78
5635	3.75	5.39	10.05	7.77
5636	3.6	5.28	9.89	8.05
5637	4.08	5.24	9.83	8.61
5638	4.05	5.65	9.99	8.49
5639	3.65	4.36	9.68	7.66
5640	4	5.81	10.45	8.85
5641	3.51	5.53	9.61	8.04
5642	4.07	5.44	9.91	8.03
5643	4.13	5.06	10.06	8.05
5644	3.81	5.54	9.93	8.22
5645	4.23	5.68	9.59	7.33
5646	4.58	5.78	10.33	8.08
5647	4.34	5.29	10.07	8.38
5648	4.13	5.57	10.03	8.28
5649	3.83	5.35	10.02	7.45
5650	3.74	5.2	9.76	7.36
5651	3.95	5.37	9.97	7.49
5652	3.48	4.5	9.67	7.53
5653	3.55	5.29	10.16	8.62
5654	4.13	5.74	10.13	7.46
5655	3.74	4.93	9.97	8.23
5656	3.83	6.48	10.45	8.59
5657	4.03	5.71	10.23	7.81
5658	3.24	5.28	10	8.18
5659	4.78	5.58	10.15	7.83
5660	4.3	5.95	9.85	8.7
5661	3.73	5.8	9.86	8.37
5662	4.05	5.83	9.95	7.82
5663	3.62	5.17	9.72	7.42
5664	3.73	5.19	9.51	7.23
5665	4.08	5.44	10.04	8.35
5666	3.89	4.22	9.76	7.76
5667	4.1	6.41	10.2	7.85
5668	4.35	5.54	10.39	7.84
5669	3.77	5.71	9.92	7.67
5670	4.61	5.76	10.07	8.23
5671	3.97	4.78	9.97	7.54
5672	4.35	5.35	9.98	8.33
5673	4.05	5.67	10.18	8.13
5674	3.79	5.5	9.99	7.84
5675	3.62	5.38	9.72	7.89
5676	3.74	5.83	10.08	7.7
5677	4.37	6.02	10.14	8.01
5678	3.75	5.59	9.8	7.85
5679	4.67	5.39	9.82	8.24
5680	3.96	4.7	9.83	7.39
5681	4.11	5.99	9.93	7.83
5682	4.59	5.91	10.25	8.93
5683	3.77	5.32	9.86	7.71
5684	3.8	4.92	9.85	7.58
5685	4.31	5.68	10.08	8.24
5686	3.9	5.32	9.88	8.03
5687	4.09	5.74	9.89	8.15
5688	4.2	5.46	10.07	8.21
5689	3.97	5.84	10	8.17
5690	4.41	4.71	9.9	7.54
5691	4.07	5.4	9.91	8.11
5692	4.05	5.6	10.08	7.53
5693	3.87	5.38	10.24	7.93
5694	4.41	6.28	10.29	8.41
5695	3.49	5.42	10.14	7.49
5696	4.34	6.09	10.34	8.48
5697	4.07	5.93	10.26	8.69
5698	4.12	5.61	10.02	7.63
5699	4.89	5.69	9.85	8.93
5700	3.49	5.67	9.61	7.8
5701	3.06	5.35	9.79	8.51
5702	3.77	6.22	10.01	7.56
5703	4.16	5.42	10.04	8.12
5704	3.98	5.68	9.99	8.06
5705	4.79	6.38	10.54	8.65
5706	3.98	5.25	10.11	8.87
5707	4.99	5.9	10.33	8.94
5708	3.41	4.62	9.97	7.59
5709	3.63	4.29	9.86	6.68
5710	4.23	5.85	10.04	8.72
5711	3.5	5.33	9.79	7.49
5712	3.73	5.33	10.19	8.43
5713	3.74	5.29	9.71	7.78
5714	4.44	5.08	10.06	8.4
5715	4.23	6	10.32	8.33
5716	3.48	5.13	10	6.95
5717	3.74	5.59	9.92	8.06
5718	4.79	6.23	9.98	8.81
5719	3.61	5.33	10	8.12
5720	3.85	5.19	9.68	8.43
5721	3.58	5.06	10.19	8.18
5722	4.05	5.69	10.01	8.83
5723	4.33	5.35	10.21	8.3
5724	4.33	5.13	10.06	7.6
5725	4.22	5.44	9.92	7.83
5726	3.86	5.24	9.61	7.48
5727	4.05	6.71	10.27	8.16
5728	3.94	5.5	10.14	7.62
5729	4.21	5.48	9.95	7.29
5730	3.56	5.79	10.16	7.89
5731	3.97	5.19	10.11	7.51
5732	3.19	4.58	9.85	7.36
5733	3.59	5.51	9.73	7.14
5734	4.26	5.32	10.36	7.51
5735	3.86	5.27	9.52	8.02
5736	4.4	5.21	10.31	8.06
5737	3.55	5.11	10.1	8.28
5738	4.81	5.92	10.09	9.24
5739	4.76	6.39	10.13	8.75
5740	4.61	5.69	10.29	8.86
5741	4.05	5.99	10.16	8.7
5742	3.93	5.64	9.85	7.63
5743	3.12	4	9.63	7.16
5744	3.52	4.93	9.79	7.23
5745	3.28	4.99	9.55	6.49
5746	3.84	5.3	10.03	7.88
5747	4.44	5.75	10.03	8.82
5748	3.81	5.28	10.09	8.07
5749	4.31	5.52	10.25	8.22
5750	4.83	5.66	10.17	8.4
5751	4.21	5.73	10.44	8.74
5752	3.82	5.69	10.06	7.78
5753	4.32	5.47	9.96	7.58
5754	4.15	5.61	10.15	8.24
5755	4.64	6.81	10.44	8.87
5756	3.87	5.05	10.06	7.56
5757	4.21	5.84	9.93	8.48
5758	4.17	6.41	10.32	8.41
5759	3.7	4.86	9.76	8
5760	4.25	6.01	10.07	8.01
5761	3.99	6.07	10.21	8.09
5762	3.59	5.18	10.36	7.38
5763	4.35	5.48	10.03	8.64
5764	3.88	4.99	9.79	7.66
5765	4.4	6.06	10.34	7.74
5766	4.73	5.24	9.98	7.45
5767	3.94	5.58	10.06	8.11
5768	3.13	4.23	9.71	7.08
5769	3.54	5.57	9.8	7.47
5770	4.1	5.27	10.12	7.77
5771	4.06	5.88	9.97	8.2
5772	4.67	6.18	10.23	8.95
5773	3.75	4.86	9.59	7.94
5774	3.89	4.92	9.82	7.38
5775	3.9	5.39	9.91	7.68
5776	3.83	5.2	10.06	8.09
5777	4.4	5.1	10.07	7.03
5778	3.77	5.45	9.74	8.57
5779	3.23	4.88	9.69	7.74
5780	3.78	5.4	10.02	7.85
5781	4.2	5.96	10.16	8.47
5782	3.28	4.89	9.37	7.34
5783	3.31	4.69	9.47	7.39
5784	3.56	5.5	9.57	8.25
5785	4.35	6.08	10.43	8.32
5786	4.39	5.57	9.98	8.31
5787	4.03	5.19	9.97	8.2
5788	3.63	5.24	9.65	7.48
5789	4.68	5.8	10.45	8.6
5790	4.05	5.56	9.91	7.87
5791	3.18	NA	9.69	7.64
5792	3.98	5.35	10.09	8.17
5793	4.05	5.74	10	8.11
5794	4.39	5.57	9.82	8.38
5795	4.43	6.67	10.17	8.67
5796	3.59	5.35	9.93	7.44
5797	4.41	6.83	10.29	8.78
5798	4.04	5.76	10.09	7.89
5799	3.76	5.53	9.98	8.27
5800	4.11	5.68	10.31	8.87
5801	4.27	5.62	10.13	8.5
5802	3.45	4.7	9.86	7.85
5803	3.55	4.51	9.93	7.55
5804	4.6	5.68	9.89	7.85
5805	4.24	5.99	10.22	8.22
5806	3.81	5.44	10	8.63
5807	4.55	6.06	10.07	8.54
5808	4.92	5.64	10.13	8.89
5809	3.54	5.07	9.58	7.27
5810	4.02	5.89	9.85	7.65
5811	4.61	5.34	10.24	7.73
5812	4.04	4.89	9.5	7.31
5813	4.84	5.89	NA	8.78
5814	3.85	4.91	9.93	7.5
5815	4.22	5.48	9.92	7.72
5816	3.3	5.35	9.62	7.83
5817	4.03	5.59	10.19	7.88
5818	3.66	5.5	9.97	8.47
5819	3.62	5.23	9.87	7.13
5820	4.62	5.68	10.18	8.76
5821	4.14	5.52	10.12	8.47
5822	4.5	5.48	10.48	8.66
5823	3.79	5.57	9.72	8.35
5824	4.43	5.06	10.34	8.07
5825	4.63	5.75	10.28	8.95
5826	4.06	5.13	10.02	8.18
5827	3.68	5.55	9.9	7.59
5828	4.61	5.63	10.41	8.64
5829	3.94	5.59	9.79	8.11
5830	3.87	5.6	9.9	7.9
5831	3.89	5.16	10.17	8.1
5832	4.07	5.3	9.85	8.47
5833	3.78	4.68	9.74	6.73
5834	4.57	6.02	10.55	8.18
5835	3.61	4.65	9.59	6.83
5836	3.77	5.53	9.99	7.79
5837	3.84	6.23	10.09	8.81
5838	3.45	5.22	10	7.74
5839	4.62	5.96	10.05	8.27
5840	4.07	6.57	10.27	8.21
5841	4.18	5.65	10.02	7.69
5842	3.71	5.32	9.87	8.26
5843	4.86	6.07	10.47	9.01
5844	3.41	5.56	9.9	8.22
5845	4.34	5.96	10.18	8.24
5846	4.43	5.98	10.3	8.29
5847	4.68	5.96	10.2	8.56
5848	3.4	4.79	9.79	7.77
5849	3.44	4.37	9.91	6.49
5850	4.16	5.33	9.82	7.96
5851	3.81	5.83	9.98	8.1
5852	4.42	5.75	10.01	8.67
5853	4.59	5.76	10.27	8.02
5854	3	4.42	9.7	7.39
5855	3.83	4.44	10.04	7.74
5856	4.36	5.51	10.2	7.77
5857	3.88	3.93	9.56	7.29
5858	3.45	5.44	10.13	7.79
5859	4.03	5.61	10.16	7.25
5860	4.51	5.62	10.17	8.8
5861	4.38	5.73	10.12	7.89
5862	4.79	6.34	10.12	8.57
5863	3.98	5.13	10.2	8.67
5864	3.46	4.74	9.76	6.53
5865	3.93	5.79	10.24	8.17
5866	3.38	5.69	9.81	8.47
5867	4.43	5.62	9.88	8.53
5868	4.55	5.73	9.97	7.95
5869	4.22	5.75	10.31	7.87
5870	4.1	5.67	9.91	7.93
5871	4.61	6.17	10.17	8.55
5872	4.06	5.73	9.74	8.1
5873	3.13	4.64	9.68	7.35
5874	3.9	5.43	9.7	8.21
5875	4.47	5.98	10.28	8.72
5876	4.4	6.43	10.19	8.63
5877	3.9	5.08	10	7.74
5878	4.28	5.85	9.7	8.01
5879	4.26	5.85	9.77	7.89
5880	3.85	5.62	9.87	7.83
5881	3.62	5.22	9.88	8.1
5882	4.46	5.95	9.8	7.68
5883	3.94	5.08	10.06	7.81
5884	3.66	5.33	10.02	7.67
5885	3.75	5.46	10.13	8.49
5886	3.93	4.78	10.07	8.29
5887	3.98	5.98	10.15	8.99
5888	4.39	5.11	9.9	7.68
5889	4.13	5.26	9.89	8.04
5890	4.09	5.41	10.25	8
5891	4.53	5.15	9.72	7.38
5892	3.93	6.07	10.18	8.96
5893	3.65	5.34	9.93	7.78
5894	3.8	5.91	10.03	7.77
5895	4.26	5.84	10.01	8.78
5896	3.84	4.94	10.16	7.82
5897	4.35	5.27	10.19	8.45
5898	4.37	5.65	10.15	8.49
5899	4.15	5.44	9.83	8.11
5900	4.37	5.9	10.36	8.62
5901	4.75	6.02	10.45	8.59
5902	4.25	5.7	9.99	8.32
5903	4.05	5.38	9.78	8.16
5904	4.31	5.29	9.76	8.12
5905	4.42	5.39	10.3	7.96
5906	3.79	5.74	10.01	8.06
5907	4.05	5	9.87	7.62
5908	4.73	6.31	10.24	8.49
5909	4.27	5.74	9.92	8.37
5910	3.54	5.37	9.91	8.2
5911	4.05	5.5	9.69	7.84
5912	3.23	5.88	9.99	8.47
5913	3.73	5.28	10.08	7.53
5914	3.9	5.8	10.08	8.34
5915	3.71	5.29	10.05	7.79
5916	3.89	5.9	10.05	7.1
5917	4.47	6.04	10.23	7.39
5918	3.26	5.58	9.86	7.74
5919	3.85	4.89	10	7.67
5920	3.7	5.97	9.97	6.75
5921	3.68	4.52	9.89	7.92
5922	4.27	5.76	9.75	8.38
5923	4.6	5.55	10.01	8.06
5924	4.24	5.26	10.26	7.61
5925	3.78	5.47	9.87	8.29
5926	3.38	5.63	10.13	7.77
5927	3.52	5.06	9.68	8.23
5928	3.65	5.69	9.85	7.69
5929	4.55	6.36	9.98	8.35
5930	4.23	6.06	10.05	7.87
5931	3.79	5.88	9.88	8.01
5932	3.88	5.16	10.23	7.22
5933	3.38	5.54	9.99	8.01
5934	NA	5.32	10.04	7.45
5935	3.93	6.18	9.93	8.39
5936	3.91	5.35	9.82	7.88
5937	4.21	6.06	10.22	8.3
5938	4.39	5.94	9.99	8.46
5939	4.35	6.04	10.46	8.18
5940	4.63	5.3	10.14	7.38
5941	4.17	6.26	9.86	8.22
5942	4.26	5.88	9.93	8.04
5943	3.67	5.96	10.05	8.03
5944	4.09	6	10.13	7.95
5945	3.85	5.71	10.09	7.61
5946	3.88	5.89	10	8.29
5947	4.42	5.63	10.13	7.85
5948	4.27	5.48	9.96	7.88
5949	3.49	5	9.39	6.5
5950	3.63	4.9	9.9	7.49
5951	4.58	4.96	10.17	8.17
5952	4.72	5.92	10.11	8.64
5953	3.89	5.6	10.11	8.04
5954	3.73	5.44	9.99	7.62
5955	4.26	6.5	10.49	9.02
5956	3.95	5.5	10.04	8.64
5957	3.27	5.26	9.93	7.45
5958	4.38	6.09	10.05	8.63
5959	4.44	5.67	10.26	8.33
5960	3.54	5.17	10.28	8.53
5961	3.86	5.2	10.15	8.18
5962	4.62	5.55	10.11	7.99
5963	3.64	5.84	10.14	7.98
5964	4.09	5.3	10.01	8.25
5965	3.18	4.86	9.78	7.44
5966	4.28	5.6	9.87	8.33
5967	4.23	5.86	10.18	8.3
5968	4.06	5.44	9.9	7.81
5969	3.59	4.75	9.98	7.51
5970	3.77	4.18	9.7	7.74
5971	4.08	5.95	10.06	8.08
5972	3.49	4.73	10.11	7.66
5973	4.01	5.79	9.97	8.21
5974	4.58	5.93	9.82	8.18
5975	3.5	5.16	9.95	8.13
5976	3.45	4.79	9.78	7.97
5977	3.54	4.83	9.95	7.57
5978	3.82	5.02	10.02	7.82
5979	3.49	5.44	9.6	7.52
5980	3.53	5.33	9.64	7.04
5981	4.37	5.94	10.19	8.28
5982	3.78	5.31	9.66	7.32
5983	4.49	6.81	10.57	9.02
